Station Code,Station Name,District,State,Trains passing through
BAHW,Bahir Khanda,Hooghly,West Bengal,0
BAI,Bassi,Jaipur,Rajasthan,2
BAJ,Bhalej,Anand,Gujarat,0
BAJE,Bajakare Halt,Dakshina Kannada,Karnataka,0
BAJN,Bajana,Surendranagar,Gujarat,0
BAK,Bhan Kari,Dausa,Rajasthan,0
BAKA,Banka,Banka,Bihar,4
BAKL,Bakal,Rajnandgaon,Chhatisgarh,3
BAKT,Barhara Kothi,Purnia,Bihar,0
BAL,Budalur,Thanjavur,Tamil Nadu,16
BALE,Bale,Solapur,Maharashtra,0
BALI,Bhaili,Vadodara,Gujarat,0
BALR,Baitalpur,Deoria,Uttar Pradesh,1
BALT,Baltikuri Jn,Howrah,West Bengal,0
BALU,Balugaon,Khordha,Odisha,69
BAM,Brahmapur,Ganjam,Odisha,147
BAMA,Birambad,Bharatpur,Rajasthan,1
BAMR,Bamur,Angul,Odisha,4
BAMY,Bandra Marshalling Yard,Mumbai Suburban,Maharashtra,0
BAND,Banaswadi,Bangalore,Karnataka,41
BANE,Basni,Jodhpur,Rajasthan,4
BANI,Bani,Amethi,Uttar Pradesh,2
BANL,Bhatangli,Latur,Maharashtra,0
BANO,Bano,Simdega,Jharkhand,8
BANR,Bhaner,Kheda,Gujarat,0
BAO,Banmor,Morena,Madhya Pradesh,2
BAOL,Baoli,Baghpat,Uttar Pradesh,0
BAP,Belapur,Ahmednagar,Maharashtra,34
BAPN,Baraipura Halt,Samastipur,Bihar,0
BAPR,Ballupur,Kasganj,Uttar Pradesh,2
BAQ,Ganj Basoda,Vidisha,Madhya Pradesh,52
BAR,Bar,Pali,Rajasthan,0
BARA,Bilara,Jodhpur,Rajasthan,0
BARD,Duvri Kalan,Shahdol,Madhya Pradesh,0
BARH,Barh,Patna,Bihar,58
BARI,Bari,Dholpur,Rajasthan,0
BARJ,Bharatgarh,Rupnagar,Punjab,0
BARL,Baral,Bulandshahr,Uttar Pradesh,2
BARN,Baranagar Road,North 24 Parganas,West Bengal,0
BARS,Barsana,Bharatpur,Rajasthan,1
BARU,Baharu,South 24 Parganas,West Bengal,0
BASA,Banosa,Amravati,Maharashtra,0
BASN,Bhainswan,Sonipat,Haryana,0
BASR,Bateswar Halt,Agra,Uttar Pradesh,0
BAT,Batala Jn,Gurdaspur,Punjab,14
BATA,Bantva,#N/A,,0
BATL,Baihatola,Anuppur,Madhya Pradesh,3
BATM,Batala Sugar Mills,Gurdaspur,Punjab,0
BATS,Bhatsar,Mahesana,Gujarat,0
BAU,Burhanpur,Burhanpur,Madhya Pradesh,57
BAV,Baruva,Srikakulam,Andhra Pradesh,0
BAW,Chik Banavar,Bangalore,Karnataka,8
BAWA,Balwara,Jalore,Rajasthan,0
BAWD,Bhadwad,Nandurbar,Maharashtra,0
BAY,Bellary Jn,Ballari,Karnataka,24
BAYD,Beyad,Sabarkantha,Gujarat,0
BAZ,Baran,Baran,Rajasthan,24
BB,Bombay Vt,Mumbai Suburban,Maharashtra,0
BBA,Babrala,Budaun,Uttar Pradesh,4
BBAE,Baidyabati,Hooghly,West Bengal,0
BBAI,Bhadbhunja,Tapi,Gujarat,0
BBAR,Bara,Shahdol,Madhya Pradesh,0
BBBH,Bommidi Budireddy Block Hut,Dharmapuri,Tamil Nadu,0
BBC,Bhachhbar,Barmer,Rajasthan,0
BBCE,Bulbulchandi,Malda,West Bengal,0
BBD,Bablad,Kalaburagi,Karnataka,1
BBDA,Barbenda (Rnc Division),Purulia,West Bengal,0
BBDB,Benoy Badal Dinesh Gardens,Howrah,West Bengal,0
BBDE,Babarpur,Panipat,Haryana,0
BBE,Baghi Bardiha,Nawada,Bihar,0
BBGN,Barua Bamungaon,Golaghat,Assam,4
BBHL,Bela Bela,Rae Bareli,Uttar Pradesh,0
BBHT,Barabar Halt,Jehanabad,Bihar,0
BBI,Bara Bani,Paschim Bardhaman,West Bengal,0
BBJ,Babaganj,Bahraich,Uttar Pradesh,0
BBK,Barabanki Jn,Barabanki,Uttar Pradesh,94
BBKR,Baba Bakalaraya,Amritsar,Punjab,0
BBL,Balrai,Etawah,Uttar Pradesh,0
BBLA,Bhyabla Halt,North 24 Parganas,West Bengal,0
BBLK,B L Daspuri,Farrukhabad,Uttar Pradesh,0
BBM,Barabhum,Purulia,West Bengal,17
BBMN,Bari Brahman,Samba,Jammu And Kashmir,8
BBN,Barabil,Kendujhar,Odisha,6
BBO,Babugarh,Hapur,Uttar Pradesh,0
BBPM,Balabhadrapuram,East Godavari,Andhra Pradesh,1
BBPR,Babupur,Sitapur,Uttar Pradesh,0
BBQ,Basin Bridge Jn,Chennai,Tamil Nadu,0
BBR,Bagh Bazar,Kolkata,West Bengal,0
BBRA,Bbra,West Godavari,Andhra Pradesh,0
BBRM,Baba Bhagwan Ram Halt,Varanasi,Uttar Pradesh,0
BBS,Bhubaneswar,Khordha,Odisha,237
BBSL,Baba Sodhal Nagar,Jalandhar,Punjab,0
BBSN,Bhubaneswar New,Cuttack,Odisha,1
BBT,Birati,North 24 Parganas,West Bengal,0
BBTR,Barbatpur,Betul,Madhya Pradesh,2
BBU,Bhabua Road,Kaimur,Bihar,57
BBV,Babhulgoan,Solapur,Maharashtra,0
BBW,Bodarwar,Kushinagar,Uttar Pradesh,0
BBY,Bhadroli,Gwalior,Madhya Pradesh,0
BC,Bareilly City,Bareilly,Uttar Pradesh,17
BCA,Bachwara Jn,Begusarai,Bihar,18
BCB,Bhowra Jn,Dhanbad,Jharkhand,0
BCCB,Bilaspur Chord Cabin,#N/A,,0
BCD,Bansdih Road,Ballia,Uttar Pradesh,0
BCF,Bankapasi,Purba Bardhaman,West Bengal,6
BCGM,Bainchigram,Hooghly,West Bengal,0
BCH,Berchha,Shajapur,Madhya Pradesh,40
BCHL,Bacheli,Dakshin Bastar Dantewada,Chhatisgarh,2
BCHN,Bochasan Junction,Anand,Gujarat,0
BCHR,Bachar,Vadodara,Gujarat,0
BCJ,Bagahabishunpur,Aurangabad,Bihar,0
BCK,Balichak,Paschim Medinipur,West Bengal,0
BCL,Bcl,#N/A,,0
BCM,Buranpudi,#N/A,,0
BCN,Bachhrawan,Rae Bareli,Uttar Pradesh,26
BCO,Bhachau,Kutch,Gujarat,0
BCOB,Bhachau Bg,Kutch,Gujarat,29
BCP,Bichpuri,Agra,Uttar Pradesh,0
BCPR,Bachharpur Halt,Sitamarhi,Bihar,0
BCQ,Barachak,Paschim Bardhaman,West Bengal,4
BCRD,Barchi Road,Betul,Madhya Pradesh,0
BCS,Barkuhi,#N/A,,0
BCT,Mumbai Central,Mumbai Suburban,Maharashtra,1
BCU,Bhuchchu,Bathinda,Punjab,7
BCW,Bhawi,Jodhpur,Rajasthan,0
BCY,Varanasi City,Varanasi,Uttar Pradesh,24
BCYN,Budhdevchak Y Nagar,Patna,Bihar,0
BD,Badnera Jn,Amravati,Maharashtra,98
BDA,Vadodara C Cabin,Vadodara,Gujarat,0
BDAG,Bonidanga,Murshidabad,West Bengal,0
BDB,Vrindavan,Mathura,Uttar Pradesh,0
BDBA,Badabandha,Jagatsinghapur,Odisha,2
BDBG,Badhai Balamgrh,Sri Muktsar Sahib,Punjab,0
BDBP,Basudebpur,Murshidabad,West Bengal,2
BDBS,Bindubasini Hal,Murshidabad,West Bengal,0
BDC,Bandel Jn,Hooghly,West Bengal,80
BDCR,Bhadrachalam Rd,Bhadradri Kothagudem,Telangana,4
BDDR,Badodar,Junagadh,Gujarat,2
BDE,Bodeli,Chhota Udaipur,Gujarat,0
BDGM,Badgam,#N/A,,0
BDGN,Bhandegaon,Yavatmal,Maharashtra,0
BDGP,Badanaguppe,Chamarajanagara,Karnataka,1
BDGU,Budhagumpa,Koppal,Karnataka,2
BDH,Bhedia,Purba Bardhaman,West Bengal,2
BDHA,Badhada,Amreli,Gujarat,0
BDHL,Badhal,Jaipur,Rajasthan,2
BDHN,Bodhan,Nizamabad,Telangana,0
BDHP,Bhudpur,Baghpat,Uttar Pradesh,0
BDHT,Bardi Halt,Chhindwara,Madhya Pradesh,0
BDHY,Budhi,Kathua,Jammu And Kashmir,2
BDI,Bhadli,Jalgaon,Maharashtra,0
BDIH,Bandidih,Bokaro,Jharkhand,0
BDIN,Bhadaiyan,Sultanpur,Uttar Pradesh,0
BDJ,Vadakara,Kozhikode,Kerala,50
BDJR,Bhadora Jagir,Guna,Madhya Pradesh,0
BDK,Bedag,Sangli,Maharashtra,0
BDKD,Bhandarkund,Chhindwara,Madhya Pradesh,0
BDKE,Bhadsivni,Washim,Maharashtra,0
BDKN,Bandhua Kalan,Sultanpur,Uttar Pradesh,0
BDKT,Badakhandita,Cuttack,Odisha,2
BDL,Vindhyachal,Mirzapur,Uttar Pradesh,39
BDLC,Bonidanga Link Cabin,Murshidabad,West Bengal,0
BDLN,Bordoloni,Dhemaji,Assam,2
BDLS,Badnera Old Steam Loco Shed,Amravati,Maharashtra,0
BDM,Badami,Bagalkot,Karnataka,14
BDMA,Budhma,Madhepura,Bihar,2
BDME,Baidyanath Dham,Deoghar,Jharkhand,0
BDMJ,Bhodwal Majri,Panipat,Haryana,1
BDN,Bhadan,Firozabad,Uttar Pradesh,2
BDNK,Bodinayakkanur,Theni,Tamil Nadu,0
BDNP,Bidanpur,Kaushambi,Uttar Pradesh,1
BDO,Bahalda Road,Mayurbhanj,Odisha,0
BDP,Bahadurpur Halt,#N/A,,0
BDPA,Badalpur Ph,Purba Medinipur,West Bengal,0
BDPG,Bada Padagaon,Cuttack,Odisha,0
BDPK,Burhapanka,Angul,Odisha,0
BDPL,Bandarupalle,Guntur,Andhra Pradesh,0
BDPR,Brindabanpur,Bankura,West Bengal,0
BDQ,Budora,Dhanbad,Jharkhand,2
BDRD,Bhadravadi,#N/A,,0
BDRI,Bhadrauli Halt,Agra,Uttar Pradesh,0
BDRL,Byadarahalli,Mandya,Karnataka,3
BDRN,Bhadran,Anand,Gujarat,0
BDRW,Badnera Wagon Repair Workshop,Amravati,Maharashtra,0
BDS,Baradighi,Jalpaiguri,West Bengal,1
BDSR,Bdsr,#N/A,,0
BDSW,Budhsinghwala,Ganganagar,Rajasthan,4
BDT,Bordubi Road,Dibrugarh,Assam,0
BDTS,Mumbai Bandra Terminus,Mumbai Suburban,Maharashtra,111
BDU,Badnapur,Jalna,Maharashtra,2
BDUA,Basudeopur Chandel Halt,Vaishali,Bihar,2
BDV,Badanavalu,Mysuru,Karnataka,0
BDVL,Budvel,Hyderabad,Telangana,1
BDVR,Bodavara,Visakhapatnam,Andhra Pradesh,2
BDVT,Bhadravati,Shivamogga,Karnataka,14
BDW,Bandanwara,Ajmer,Rajasthan,2
BDWA,Badhwa Bara,Shahdol,Madhya Pradesh,2
BDWD,Bodwad,Jalgaon,Maharashtra,9
BDWH,Bhandewadi Halt,#N/A,,0
BDWL,Biradhwal,Ganganagar,Rajasthan,2
BDWS,Badarwas,Shivpuri,Madhya Pradesh,6
BDX,Badnera Yard,Amravati,Maharashtra,0
BDXT,Basai Dhankot,Gurugram,Haryana,0
BDXX,Bade Arapur,Bastar,Chhatisgarh,0
BDY,Buddireddippati,Dharmapuri,Tamil Nadu,2
BDYD,Bhilai H Cabin,Durg,Chhatisgarh,0
BDYK,Bindayaka,Jaipur,Rajasthan,2
BDYP,Bidyadharpur,South 24 Parganas,West Bengal,0
BDYR,Bidyadabri,Dhubri,Assam,2
BDYX,Badnera Jn Yard,Amravati,Maharashtra,0
BDZ,Badkulla,Nadia,West Bengal,0
BE,Bareilly,Bareilly,Uttar Pradesh,171
BEA,Bihiya,Bhojpur,Bihar,24
BEAS,Beas,Amritsar,Punjab,99
BEB,Beldanga,Murshidabad,West Bengal,6
BEC,Berach Jn Cabin,Chittorgarh,Rajasthan,0
BECN,Bikaner East,Bikaner,Rajasthan,0
BED,Baseri,Dholpur,Rajasthan,0
BEDM,Bedham,Bharatpur,Rajasthan,1
BEE,Bebejia,Nagaon,Assam,1
BEF,Bhupdeopur,Raigarh,Chhatisgarh,0
BEG,Behtagokul,Hardoi,Uttar Pradesh,2
BEH,Bagdihi,Jharsuguda,Odisha,10
BEHI,Bennehalli,Davanagere,Karnataka,0
BEHJ,Behj,Bharatpur,Rajasthan,1
BEHR,Beohari,Shahdol,Madhya Pradesh,12
BEHS,Bihar Sharif,Nalanda,Bihar,6
BEHT,Bihat Halt,Begusarai,Bihar,0
BEI,Shimoga Bidare,Shivamogga,Karnataka,0
BEJ,Beniganj,Hardoi,Uttar Pradesh,0
BEK,Bundki,Bijnor,Uttar Pradesh,0
BELA,Bela,Gaya,Bihar,8
BELD,Belkhera,Narsinghpur,Madhya Pradesh,2
BELG,Beliaghata Cross Sliding,Howrah,West Bengal,0
BELT,Bela Halt,Banka,Bihar,0
BEM,Budaun,Budaun,Uttar Pradesh,4
BEML,Beml Nagar,Kolar,Karnataka,2
BEN,Benepole,#N/A,,0
BENA,Belonia,South Tripura,Tripura,0
BENL,Benl,Vijayapura,Karnataka,2
BEO,Birohe,Mirzapur,Uttar Pradesh,1
BEP,Bheerpur,Prayagraj,Uttar Pradesh,1
BEPR,Belapur Cbd,Thane,Maharashtra,0
BEQ,Belur,Howrah,West Bengal,0
BER,Beawar,Ajmer,Rajasthan,47
BERO,Bero,Purulia,West Bengal,0
BES,Bes,Hazaribagh,Jharkhand,0
BESY,Belur Scrap Yar,#N/A,,0
BET,Bareth,Vidisha,Madhya Pradesh,4
BETI,Bhetasi,Anand,Gujarat,0
BEU,Bisheshwarganj,Shrawasti,Uttar Pradesh,1
BEW,Betavad,Dhule,Maharashtra,0
BEX,Belboni,Bankura,West Bengal,0
BEY,B Cement Nagar,Kurnool,Andhra Pradesh,2
BEZ,Bejerdanga,#N/A,,0
BF,Bagetar,Dima Hasao,Assam,0
BFB,Bihubar,Sivasagar,Assam,0
BFD,Borhat,Charaideo,Assam,4
BFE,Bahawal Basi,Fazilka,Punjab,0
BFF,Barabhati,Gondia,Maharashtra,0
BFG,Bagthar,Dholpur,Rajasthan,0
BFJ,Bhoras Budrukh,Jalgaon,Maharashtra,1
BFM,Bhalui,Lakhisarai,Bihar,8
BFN,Bugana,Hisar,Haryana,0
BFP,Bilochpura Agra,Agra,Uttar Pradesh,0
BFPA,Bhopatpur,Pilibhit,Uttar Pradesh,0
BFQ,Bendi,Latehar,Jharkhand,0
BFR,Bekal Fort,Kasaragod,Kerala,3
BFS,Bharawas,Rewari,Haryana,0
BFT,Bhabta,Murshidabad,West Bengal,0
BFV,Bahelia Buzurg,Lakhimpur Kheri,Uttar Pradesh,0
BFW,Byatrayanhalli,Kolar,Karnataka,1
BFX,Baghi Ghauspur,Nawada,Bihar,0
BFY,Bhesana,Pali,Rajasthan,0
BFZ,Bhandartikuri,Purba Bardhaman,West Bengal,0
BG,Bhongir,Yadadri Bhuvanagiri,Telangana,24
BGA,Bagalia,Purulia,West Bengal,0
BGAE,Balagarh,Hooghly,West Bengal,2
BGAN,Bangain,Gonda,Uttar Pradesh,1
BGAR,Bangari,Purba Champaran,Bihar,0
BGB,Budge Budge,Howrah,West Bengal,0
BGBR,Bagbahra,Mahasamund,Chhatisgarh,12
BGD,Bara Gudah,Sirsa,Haryana,0
BGDA,Bogada,Jagatsinghapur,Odisha,0
BGDI,Bagadia Ph,Jagatsinghapur,Odisha,2
BGDS,Bhagwanpur Desu,Samastipur,Bihar,2
BGF,Bagila,Purba Bardhaman,West Bengal,0
BGG,Banta Raghunathgarh,Pali,Rajasthan,0
BGH,Baghauli,Hardoi,Uttar Pradesh,4
BGHI,Bagahai Road,Tikamgarh,Madhya Pradesh,4
BGHT,Barkagaon Halt,Siwan,Bihar,0
BGHU,Borraguhallu,Visakhapatnam,Andhra Pradesh,2
BGJT,Bagha Jatin,Kolkata,West Bengal,0
BGK,Bagalkot,Bagalkot,Karnataka,22
BGKA,Bangurkela,Sundargarh,Odisha,0
BGKT,Bhagat Ki Kothi,Jodhpur,Rajasthan,33
BGL,Bagula,Nadia,West Bengal,0
BGLI,Bargolai,Tinsukia,Assam,0
BGM,Belagavi,Belagavi,Karnataka,46
BGMR,Bagumra,Surat,Gujarat,0
BGMU,Bangarmau,Unnao,Uttar Pradesh,0
BGN,Borgaon,Akola,Maharashtra,0
BGNA,Balgona,Purba Bardhaman,West Bengal,6
BGND,Baginadi,Lakhimpur,Assam,2
BGNP,Banaganapalli,Kurnool,Andhra Pradesh,2
BGNR,B G Nagar,Mandya,Karnataka,12
BGO,Bogri Road,Bankura,West Bengal,3
BGP,Bhagalpur,Bhagalpur,Bihar,59
BGPA,Bageshapura,Hassan,Karnataka,0
BGPI,Bogapani,#N/A,,0
BGPL,Baghuapal,Mayurbhanj,Odisha,2
BGPR,Bhagwanpura,Pali,Rajasthan,0
BGQ,Bhongaon,Mainpuri,Uttar Pradesh,4
BGR,Bhagdara,Jalgaon,Maharashtra,0
BGRA,Baghnapara,Purba Bardhaman,West Bengal,1
BGRD,Beliaghata Road,North 24 Parganas,West Bengal,0
BGRM,Biggabas Ramsara,Bikaner,Rajasthan,0
BGRR,Bagarpur Halt,Amroha,Uttar Pradesh,0
BGS,Begu Sarai,Begusarai,Bihar,71
BGSF,Bisugirsharif,Karimnagar,Telangana,2
BGTA,Bagra Tawa,Hoshangabad,Madhya Pradesh,6
BGTN,Bhagtanwala,Amritsar,Punjab,0
BGU,Bairgania,Sitamarhi,Bihar,12
BGUA,Baiguda,Koraput,Odisha,2
BGV,Balegundi,Shivamogga,Karnataka,0
BGVN,Bhigwan,Ahmednagar,Maharashtra,9
BGW,Begdewadi,Pune,Maharashtra,0
BGWD,Bagewadi,Belagavi,Karnataka,0
BGWI,Begdaewadi,Pune,Maharashtra,0
BGX,Bagri Sajjanpur,Pali,Rajasthan,0
BGY,Bangriposi,Mayurbhanj,Odisha,2
BGZ,Bahadurgarh,Jhajjar,Haryana,35
BH,Bharuch Jn,Bharuch,Gujarat,146
BHA,Bhandai,Agra,Uttar Pradesh,0
BHAD,Barhapur Halt,Patna,Bihar,0
BHAE,Bhadreshwar Gha,Hooghly,West Bengal,0
BHAL,Bhatiel,Anand,Gujarat,0
BHAN,Bhoyani,Ahmadabad,Gujarat,0
BHAS,Bhojras,Bhilwara,Rajasthan,0
BHAT,Bhatpura,Morena,Madhya Pradesh,0
BHAU,Bhalua,Jamui,Bihar,0
BHAW,Block Hut A (Bha),Lucknow,Uttar Pradesh,0
BHB,Badla Ghat,Khagaria,Bihar,6
BHBK,Bodhadi Bujrug,Nanded,Maharashtra,4
BHBR,Bathua Bazar,Gopalganj,Bihar,0
BHBT,Block Hut Basantpur,Kathua,Jammu And Kashmir,2
BHBV,Block Hut B,Chandauli,Uttar Pradesh,1
BHC,Bhadrakh,Bhadrak,Odisha,119
BHCC,Bharuch Cabin,#N/A,,0
BHCH,Block Cabin Chakki Bank,Pathankot,Punjab,0
BHCL,Bahora Chandil,Chandauli,Uttar Pradesh,0
BHCY,Bharauch City,#N/A,,0
BHD,Badli,North,Delhi,2
BHDH,Bahadurpur Halt,Shahjahanpur,Uttar Pradesh,0
BHDR,Bhadri,Pratapgarh,Uttar Pradesh,1
BHDY,Budhi,#N/A,,0
BHEG,Bhel Khajraha,Jhansi,Uttar Pradesh,0
BHEL,Bhel Halt,#N/A,,0
BHET,Bhestan,Surat,Gujarat,4
BHG,Bhaton Ki Gali,Jaipur,Rajasthan,3
BHGH,Bhairgachhi,Nadia,West Bengal,0
BHGJ,Bihariganj,Madhepura,Bihar,0
BHGN,Bhilgaon,Golaghat,Assam,0
BHGP,Bhagirathpur,Maharajganj,Uttar Pradesh,0
BHHB,Bhuli Block Hut,#N/A,,0
BHHT,Barhara,Madhubani,Bihar,0
BHHZ,Behta Hazipur Halt,Ghaziabad,Uttar Pradesh,0
BHI,Baheri,Bareilly,Uttar Pradesh,10
BHJ,Barhaj Bazar,Deoria,Uttar Pradesh,0
BHJA,Bheja,Koraput,Odisha,0
BHK,Badhari Kalan,Kasganj,Uttar Pradesh,1
BHKA,Bahira Kalibari,North 24 Parganas,West Bengal,0
BHKD,Bhurkunda,Ramgarh,Jharkhand,2
BHKH,Baghoi Kusa,Aurangabad,Bihar,2
BHKL,Bhakrauli,Budaun,Uttar Pradesh,0
BHL,Bhilwara,Bhilwara,Rajasthan,48
BHLA,Behula,Hooghly,West Bengal,1
BHLE,Barahat Jn,Banka,Bihar,4
BHLI,Bohali,Solapur,Maharashtra,0
BHLK,Bhalki,Bidar,Karnataka,20
BHLP,Bhulanpur,Varanasi,Uttar Pradesh,10
BHM,Bahram,Shahid Bhagat Singh Nagar,Punjab,0
BHMA,Baghmara Halt,Katihar,Bihar,2
BHME,Bhandaridah,Bokaro,Jharkhand,2
BHMW,Bhambeva,Sonipat,Haryana,0
BHN,Bhuli,Dhanbad,Jharkhand,0
BHNA,Bhayna,Nadia,West Bengal,0
BHNE,Bhone,Jalgaon,Maharashtra,0
BHNG,Bhalukpong,Sonitpur,Assam,0
BHNP,Bishanpur Halt,Katihar,Bihar,0
BHNS,Bhansi,Dakshin Bastar Dantewada,Chhatisgarh,0
BHOI,Dhandarikalan Block Hut,Ludhiana,Punjab,0
BHOJ,Bhoj Padra,Vadodara,Gujarat,0
BHP,Bolpur Shantiniketan,Birbhum,West Bengal,69
BHPA,Bahrupiya Halt,South 24 Parganas,West Bengal,0
BHPI,Bichhupali,Balangir,Odisha,0
BHR,Bhadreshwar,Hooghly,West Bengal,0
BHRB,Bhairabi,#N/A,,0
BHRD,Baghara Raod,Pratapgarh,Uttar Pradesh,0
BHRH,Bhuyar Halt,Bhandara,Maharashtra,0
BHRJ,Becharji,Mahesana,Gujarat,0
BHRL,Bharoli Junction,Shahid Bhagat Singh Nagar,Punjab,2
BHRM,Bisramganj,Sipahijala,Tripura,2
BHS,Vidisha,Vidisha,Madhya Pradesh,86
BHSA,Bhisa Halt,Sitamarhi,Bihar,0
BHT,Bhattu,Fatehabad,Haryana,4
BHTA,Bhatiya,Devbhoomi Dwarka,Gujarat,8
BHTH,Bhairopatti Halt,Madhepura,Bihar,0
BHTK,Bhanwar Tonk,Bilaspur,Chhatisgarh,6
BHTL,Bhatel,Devbhoomi Dwarka,Gujarat,0
BHTN,Bhitoni,Jabalpur,Madhya Pradesh,6
BHTR,Bhatpar Rani,Deoria,Uttar Pradesh,18
BHTS,Bhatasa,Farrukhabad,Uttar Pradesh,0
BHU,Bhandu Motidau,Mahesana,Gujarat,0
BHUA,Bhua,Jalaun,Uttar Pradesh,0
BHUJ,Bhuj,Kutch,Gujarat,18
BHUL,Bahauli,#N/A,,0
BHV,Bhoma,Seoni,Madhya Pradesh,0
BHVP,Bhavpura,Morbi,Gujarat,0
BHW,Barharwa Jn,Sahibganj,Jharkhand,26
BHWA,Bechhiwara,Dungarpur,Rajasthan,0
BHWD,Bhujvad,Akola,Maharashtra,0
BHWR,Bhitiharwa Ashr,Pashchim Champaran,Bihar,0
BHX,Bulluana,Bathinda,Punjab,0
BHY,Bhayavadar,Rajkot,Gujarat,2
BHZ,Bihara,Cachar,Assam,0
BI,Bari Sadri,Chittorgarh,Rajasthan,0
BIA,Bhilai,Durg,Chhatisgarh,4
BIB,Birpur,Sheopur,Madhya Pradesh,0
BIC,Bichia,Lakhimpur Kheri,Uttar Pradesh,1
BICI,Barkichampi,Lohardaga,Jharkhand,0
BID,Bidadi,Ramanagara,Karnataka,22
BIDD,Bidiyad,Nagaur,Rajasthan,2
BIDR,Bidar,Bidar,Karnataka,28
BIE,Bhistenhatti,Dharwad,Karnataka,0
BIEC,Baikunth East Cabin,Raipur,Chhatisgarh,0
BIF,Bhaironpur,Hoshangabad,Madhya Pradesh,0
BIG,Belgahna,Bilaspur,Chhatisgarh,14
BIGA,Bigga,Bikaner,Rajasthan,0
BIGH,Bagrigram Halt,Bhagalpur,Bihar,0
BIH,Bairagarh,Bhopal,Madhya Pradesh,7
BII,Boridra,Bharuch,Gujarat,0
BIJ,Birnagar,Nadia,West Bengal,0
BIJR,Bijoor,Udupi,Karnataka,2
BIK,Bhira Kheri,Lakhimpur Kheri,Uttar Pradesh,1
BILA,Bheslana,Jaipur,Rajasthan,0
BILD,Bildi,Ratlam,Madhya Pradesh,1
BILK,Bilkha,Junagadh,Gujarat,0
BILP,Bhilpur,Vadodara,Gujarat,0
BIM,Bilimora Jn,Navsari,Gujarat,25
BIML,Bhimal,Udaipur,Rajasthan,0
BINA,Bina Jn,Sagar,Madhya Pradesh,154
BINR,Brij Nagar,Bharatpur,Rajasthan,2
BIO,Bordi,Dahod,Gujarat,2
BIP,Bahilpurwa,Chitrakoot,Uttar Pradesh,1
BIPR,Bheempura,Jalore,Rajasthan,0
BIQ,Bansi Paharpur,Bharatpur,Rajasthan,1
BIR,Bir,Khandwa,Madhya Pradesh,2
BIRA,Bira,North 24 Parganas,West Bengal,0
BIRD,Bhiwandi Road,Thane,Maharashtra,34
BIRL,Biraul,Darbhanga,Bihar,0
BIRP,Birarajpur,Saraikela Kharsawan,Jharkhand,0
BIS,Biswa Bridge,Buldhana,Maharashtra,0
BISH,Bishengarh,Jalore,Rajasthan,0
BIU,Bidupur,Vaishali,Bihar,0
BIV,Bamhani Banjur,Mandla,Madhya Pradesh,0
BIWK,Bisalwas Kalan,Neemuch,Madhya Pradesh,0
BIX,Bhind,Bhind,Madhya Pradesh,4
BIY,Bardoli,Surat,Gujarat,4
BIZ,Baihata,Kamrup,Assam,0
BJ,Bahjoi,Moradabad,Uttar Pradesh,4
BJA,Bijrotha,Lalitpur,Uttar Pradesh,0
BJBA,Brijbiara,#N/A,,0
BJD,Barejadi,Ahmadabad,Gujarat,7
BJE,Bhojudih Jn,Bokaro,Jharkhand,13
BJF,Bijni,Chirang,Assam,6
BJG,Bajrangarh,Jhabua,Madhya Pradesh,0
BJI,Bijauli,Jhansi,Uttar Pradesh,0
BJIH,Bijuli Halt,Darbhanga,Bihar,0
BJK,Bijora,Baran,Rajasthan,2
BJKN,Bajekan,Sirsa,Haryana,0
BJL,Brahmajan,Sonitpur,Assam,2
BJLP,Barai Jalalpur,Sitapur,Uttar Pradesh,0
BJM,Bhagavathipuram,Tirunelveli,Tamil Nadu,2
BJMA,Burj Mohar,Fazilka,Punjab,0
BJMD,Bara Jamda,Pashchimi Singhbhum,Jharkhand,6
BJMR,Baijnath Mandir,Kangra,Himachal Pradesh,0
BJN,Bejnal,Rajsamand,Rajasthan,2
BJNR,Bijainagar,Ajmer,Rajasthan,26
BJO,Bijnor,Bijnor,Uttar Pradesh,7
BJP,Vijayapura,Bangalore Rural,Karnataka,22
BJPL,Baijnath Paprola,Kangra,Himachal Pradesh,0
BJPR,Bijaipur Road,Morena,Madhya Pradesh,0
BJQ,Baghora,Sagar,Madhya Pradesh,2
BJR,Barrajpur,Kanpur Nagar,Uttar Pradesh,6
BJRA,Bhajera,Dausa,Rajasthan,0
BJRI,Bijuri,Anuppur,Madhya Pradesh,5
BJT,Bajpatti,Sitamarhi,Bihar,0
BJU,Barauni Jn,Begusarai,Bihar,161
BJUD,Bajud,Bhavnagar,Gujarat,0
BJUP,Barauni Bypass,Begusarai,Bihar,1
BJV,Bijauria,Bareilly,Uttar Pradesh,2
BJW,Bajva,Vadodara,Gujarat,2
BJWS,Bojawas,Mahendragarh,Haryana,0
BJY,Bangalbaree,Uttar Dinajpur,West Bengal,0
BK,Bakra Road,Jalore,Rajasthan,0
BKA,Barkhera,Raisen,Madhya Pradesh,0
BKAC,Barkakana Avoiding Cabin,Ramgarh,Jharkhand,0
BKC,Bhikamkor,Jodhpur,Rajasthan,0
BKCA,Bokaro Steel City A Cabin,Bokaro,Jharkhand,0
BKD,Bhankoda,Ahmadabad,Gujarat,0
BKDE,Budhakhera,Jind,Haryana,0
BKDR,Begun Kudar,Purulia,West Bengal,0
